idx,class,conversation
254,일반 대화,"오늘 새로운 온라인 쇼핑몰에서 옷 주문했는데 배송 빨라
언제 주문했는데?
어제 저녁에 주문했는데 오늘 오전에 도착했어
사이즈는 잘 맞아?
사이즈표 보고 주문했는데 딱 맞아"
255,일반 대화,"새로운 무선 이어폰 케이스 샀는데 보호가 잘 될 것 같아
어떤 재질이야?
실리콘 재질인데 충격 흡수도 되고 미끄럽지 않아
색깔은 마음에 들어?
투명해서 이어폰 케이스 원래 색깔 그대로 보여서 좋아"
256,일반 대화,"오늘 새로운 중국집에서 짬뽕 먹었는데 국물이 시원해
매운 정도는 어땠어?
적당히 매우면서 개운한 맛. 해물도 신선했어
면 양은 충분했어?
많이 줘서 배부르게 먹었어"
257,일반 대화,"새로운 목 마사지기 써보니까 뭉친 근육이 풀려
어떤 타입이야?
목에 거는 형태인데 진동 마사지 기능이 있어
강도 조절은 돼?
3단계로 조절 가능해서 컨디션에 맞춰 쓸 수 있어"
258,일반 대화,"오늘 새로운 꽃집에서 화분 샀는데 예쁘게 포장해줬어
어떤 꽃이야?
거베라 화분. 색깔이 화사해서 기분이 좋아져
키우기 어려워?
물 주기만 신경 쓰면 오래 피어있는다고 해"
259,일반 대화,"새로운 자동차 방향제 달았는데 은은해서 좋아
어떤 향으로 선택했어?
라벤더 향. 운전할 때 마음이 차분해져
얼마나 오래 가?
2개월 정도 지속된다고 해"
260,일반 대화,"오늘 새로운 피부관리실에서 페이셜 받았는데 피부가 부드러워졌어
어떤 관리 받았어?
딥클렌징이랑 보습 관리. 모공도 깨끗해진 것 같아
정기적으로 받을 거야?
한 달에 한 번 정도 받으려고 해"
261,일반 대화,"새로운 운동용 물병 사서 헬스장에서 써봤는데 편해
어떤 기능이 있어?
빨대가 달려있어서 운동 중에 마시기 편하고 새지도 않아
용량은 얼마나 돼?
1L인데 하루 운동량에 딱 맞아"
262,일반 대화,"오늘 새로운 카페에서 디카페인 커피 마셨는데 맛 차이가 별로 없네
원래 카페인에 민감해?
응, 오후에 마시면 잠이 안 와서 디카페인으로 바꿔봤어
가격은 비슷해?
일반 커피랑 똑같은 가격이야"
263,일반 대화,"새로운 휴대용 선풍기 샀는데 바람이 시원해
크기는 어떻게 돼?
손바닥 크기인데 바람은 생각보다 강해
배터리는 얼마나 가?
최대로 틀어도 3시간은 쓸 수 있어"
264,일반 대화,"오늘 새로운 애완용품점에서 강아지 간식 샀는데 잘 먹어
어떤 간식이야?
닭가슴살 육포. 무첨가라고 해서 안심하고 줄 수 있어
반응은 어때?
꼬리 흔들면서 좋아해. 건강에도 좋을 것 같아"
265,일반 대화,"새로운 립틴트 발라보니까 자연스럽게 발색돼
어떤 색깔이야?
코랄 핑크. 평소 립 색깔보다 조금만 진해서 자연스러워
지속력은 어때?
물 마셔도 잘 안 지워져서 만족해"
266,일반 대화,"오늘 새로운 자동차 세차장에서 실내 청소까지 했는데 깨끗해졌어
시간은 얼마나 걸렸어?
1시간 반 정도. 구석구석 다 깨끗하게 해줬어
가격은 합리적이었어?
좀 비싸긴 했지만 결과가 좋아서 만족해"
267,일반 대화,"새로운 키보드 커버 씌웠는데 타이핑 소음이 줄어들었어
재질이 뭐야?
실리콘 재질. 키감도 괜찮고 먼지 차단도 돼
세척하기 편해?
물로 씻을 수 있어서 관리가 쉬워"
268,일반 대화,"오늘 새로운 분식집에서 떡볶이 먹었는데 맛이 독특해
어떻게 달라?
치즈가 들어가 있어서 매콤하면서 고소해
다른 메뉴도 먹어봤어?
순대도 먹었는데 속이 꽉 차있고 맛있었어"
269,일반 대화,"새로운 수면 베개 바꿨는데 목이 편해졌어
어떤 타입이야?
메모리폼 베개. 목 곡선에 맞춰서 지지해줘
높이는 적당해?
내 체형에 딱 맞는 높이라 숙면에 도움 돼"
270,일반 대화,"오늘 새로운 온라인 영어회화 수업 들었는데 유익했어
어떤 방식으로 진행돼?
화상통화로 1:1 수업. 발음 교정도 바로바로 해줘
원어민 선생님이야?
응, 미국인 선생님이셔서 자연스러운 표현 많이 배웠어"
271,일반 대화,"새로운 차량용 공기 정화제 설치했는데 냄새가 많이 줄어들었어
어떤 방식이야?
오존 발생기인데 담배 냄새까지 없애준대
전력 소모는 많지 않아?
시거잭에 꽂아서 쓰는데 전력 소모 거의 없어"
272,일반 대화,"오늘 새로운 태권도장에서 체험 수업 받았는데 재미있었어
어떤 동작들 배웠어?
기본기 위주로 품새 몇 개. 운동량도 적당했어
등록할 생각이야?
응, 주 2회 정도 다니면서 체력도 기르고 스트레스도 풀려고"
273,일반 대화,"새로운 무선충전 패드 샀는데 충전 속도가 빨라
핸드폰 케이스 끼운 채로도 충전돼?
얇은 케이스는 괜찮은데 두꺼운 건 빼야 해
발열은 심하지 않아?
적당히 따뜻해지는 정도라 문제없어"
274,일반 대화,"오늘 새로운 마사지 체어 체험했는데 전신이 시원해졌어
어떤 기능들이 있어?
목, 어깨, 허리, 다리까지 전부 마사지 가능해
가격은 어느 정도야?
좀 비싸긴 한데 할부로 구매하는 것도 고려해보고 있어"
275,일반 대화,"새로운 아이섀도 팔레트 써보니까 발색이 좋네
어떤 컬러들이 들어있어?
브라운 계열 위주인데 포인트 컬러로 골드도 있어
블렌딩은 쉬워?
파우더가 부드러워서 자연스럽게 잘 섞여"
276,일반 대화,"오늘 새로운 한식집에서 정식 먹었는데 반찬이 정갈해
어떤 반찬들이 나왔어?
김치, 나물, 조림 이런 기본 반찬들인데 간이 딱 맞아
메인 메뉴는 뭐였어?
불고기 정식. 고기도 부드럽고 양도 충분했어"
277,일반 대화,"새로운 전기 담요 써보니까 온도 조절이 정밀해
몇 단계로 조절돼?
10단계까지 세밀하게 조절 가능해
자동 꺼짐 기능은 있어?
3시간 후에 자동으로 꺼져서 안전해"
278,일반 대화,"오늘 새로운 펜션에서 하룻밤 보냈는데 뷰가 끝내줘
어떤 전망이야?
바다가 한눈에 보이는 오션뷰. 일출도 볼 수 있어
시설은 어땠어?
깨끗하고 필요한 건 다 구비되어 있어서 편했어"
279,일반 대화,"새로운 운동복 상하의 세트 샀는데 핏이 예뻐
어떤 스타일이야?
크롭 상의에 하이웨스트 레깅스. 라인이 예뻐 보여
활동하기 편해?
스트레치가 좋아서 어떤 동작해도 불편하지 않아"
280,일반 대화,"오늘 새로운 네일아트 받았는데 지속력이 좋을 것 같아
어떤 디자인으로 했어?
그라데이션에 홀로그램 글리터. 각도에 따라 반짝여
관리 방법 알려줬어?
큐티클 오일 발라주고 손 보습하라고 했어"
281,일반 대화,"새로운 블루투스 헤드폰 써보니까 노이즈 캔슬링이 좋아
음질은 어때?
균형 잡힌 음질이고 베이스도 적당해서 만족해
착용감은 편해?
헤드밴드 패딩이 부드러워서 오래 써도 안 아파"
282,일반 대화,"오늘 새로운 카페에서 수제 쿠키 먹었는데 바삭바삭해
어떤 맛이었어?
초콜릿칩 쿠키인데 겉은 바삭하고 속은 촉촉해
커피랑 잘 어울렸어?
아메리카노랑 딱 맞는 단맛이라 좋았어"
283,일반 대화,"새로운 차량용 햇빛가리개 설치했는데 효과 좋아
어떤 타입이야?
흡입컵으로 붙이는 타입. 접었다 폈다 할 수 있어
자외선 차단은 잘 돼?
확실히 실내 온도가 올라가는 걸 막아주는 것 같아"
284,일반 대화,"오늘 새로운 피부과에서 여드름 치료 받았는데 전문적이더라
어떤 치료 받았어?
스케일링이랑 압출. 염증 부위도 관리해줬어
아프지 않았어?
살짝 따끔했지만 견딜 만했어. 효과는 바로 보여"
285,일반 대화,"새로운 방 인테리어 소품 몇 개 샀는데 분위기가 달라졌어
뭐 샀어?
쿠션이랑 조명, 작은 화분. 작은 변화인데 효과 커
색깔 조합은 어때?
베이지 톤으로 통일해서 따뜻한 느낌이야"
286,일반 대화,"오늘 새로운 일식 레스토랑에서 코스 요리 먹었는데 섬세해
몇 코스였어?
7코스 정도. 각각 분량은 적지만 정성이 들어가 있어
가격대는 어땠어?
비싸긴 했지만 특별한 날이라 만족스러워"
287,일반 대화,"새로운 운동 매트 펼쳐놓고 홈트했는데 쿠션감이 좋아
두께가 얼마나 돼?
15mm 정도. 무릎 꿇어도 아프지 않아
미끄러지지 않아?
바닥면에 논슬립 처리가 되어 있어서 안정적이야"
288,일반 대화,"오늘 새로운 미용실에서 헤어 트리트먼트 받았는데 윤기가 살아났어
어떤 트리트먼트야?
케라틴 트리트먼트. 모발 끝까지 부드러워졌어
지속 기간은?
2-3개월 정도 효과가 지속된다고 해"
289,일반 대화,"새로운 핸드폰 거치대 책상에 놨는데 각도 조절이 편해
어떤 방식으로 고정돼?
무게중심으로 균형 잡는 방식. 안정적이고 튼튼해
세로, 가로 모두 가능해?
응, 회전도 자유롭고 높이도 조절할 수 있어"
290,일반 대화,"오늘 새로운 족발집에서 포장 주문했는데 야채 구성이 좋아
어떤 야채들이 나왔어?
상추, 깻잎, 마늘, 쌈무 이렇게. 족발이랑 잘 어울려
양은 충분했어?
2-3명이 먹기 딱 좋은 양이었어"
291,일반 대화,"새로운 무선 이어폰 충전 케이스 샀는데 배터리가 오래가
몇 번 정도 충전 가능해?
이어폰을 4-5번 정도 완충할 수 있어
크기는 부담스럽지 않아?
손바닥에 쏙 들어오는 크기라 휴대하기 편해"
292,일반 대화,"오늘 새로운 온라인 클래스로 요리 배웠는데 따라 하기 쉬웠어
어떤 요리 배웠어?
파스타 만들기. 기본 소스부터 차근차근 알려줘
결과물은 어땠어?
생각보다 맛있게 나왔어. 다음에도 해볼 거야"
293,일반 대화,"새로운 자동차 시트커버 씌웠는데 촉감이 부드러워
어떤 소재야?
인조가죽인데 진짜 가죽 같은 질감이야
설치하기 어려웠어?
처음엔 어려웠는데 익숙해지니까 괜찮아"
294,일반 대화,"오늘 새로운 프랜차이즈 치킨집에서 주문했는데 특이한 메뉴가 있어
뭐가 특이해?
치킨에 다양한 토핑을 올려주는 스타일이야
맛은 어땠어?
색다르면서 맛있었어. 다음에도 주문해볼 거야"
295,일반 대화,"새로운 운동화 깔창 교체했는데 발이 훨씬 편해
어떤 기능의 깔창이야?
아치 서포트 기능이 있어서 발바닥 피로가 덜해
교체하기 복잡했어?
기존 깔창 빼고 새 것만 넣으면 되니까 간단해"
296,일반 대화,"오늘 새로운 동네 빵집에서 샌드위치 샀는데 재료가 신선해
어떤 샌드위치 샀어?
클럽 샌드위치. 야채도 아삭하고 고기도 두툼해
가격은 적당했어?
다른 곳보다 조금 비싸지만 퀄리티가 좋아서 만족해"
297,일반 대화,"새로운 목걸이 착용해보니까 포인트가 되네
어떤 디자인이야?
펜던트가 달린 체인 목걸이. 심플하면서 세련돼
어떤 옷이랑 잘 어울려?
기본 티셔츠부터 정장까지 다양하게 매치 가능해"
298,일반 대화,"오늘 새로운 헬스장에서 개인 트레이닝 받았는데 운동 강도가 적당해
어떤 운동 위주로 했어?
전신 근력 운동. 개인 체력에 맞춰서 조절해줘
트레이너는 어때?
경력도 많고 설명도 자세히 해줘서 신뢰가 가"
299,일반 대화,"새로운 차량용 핸드폰 무선충전 거치대 설치했는데 편리해
충전 속도는 어때?
유선보다 조금 느리지만 운전하는 동안 충분히 충전돼
거치 안정성은?
자석으로 고정돼서 과속방지턱에서도 흔들리지 않아"
300,일반 대화,"오늘 새로운 카페에서 디저트 플레이팅 클래스 들었는데 창의적이었어
어떤 걸 만들어봤어?
티라미수 플레이팅. 보기 좋게 장식하는 법 배웠어
어려웠어?
처음엔 어색했지만 하다 보니까 재미있어서 시간 가는 줄 몰랐어"
301,일반 대화,"안녕, 오늘 좀 춥지 않아? 따뜻한 거 마실까?  
응, 좋아. 근처 카페에서 차 한 잔 어때?  
오, 찹쌀떡도 같이 먹고 싶어.  
좋지, 거기 디저트 맛있다던데. 몇 시에 갈까?  
4시 어때? 바로 예약할게.  
완벽해, 거기서 만나자!"
302,일반 대화,"어제 본 영화 어땠어? 재밌었어?  
진짜 재밌었어! 스릴러라 긴장감 넘쳤어.  
오, 나도 볼까? 제목이 뭐야?  
‘기생충’ 다시 봤어. 명작이야.  
맞아, 봉준호 감독 영화지? 같이 또 보자.  
좋아, 주말에 시간 돼?  "
303,일반 대화,"점심 뭐 먹을까? 배고프네.  
김치찌개 어때? 집 근처 맛집 가자.  
오, 좋지. 거기 밑반찬도 맛있어.  
맞아, 된장국도 시킬까?  
응, 완벽해. 몇 시에 갈까?  
1시 어때? 바로 가자!"
304,일반 대화,"주말에 뭐해? 날씨 좋을 거 같아.  
친구들이랑 캠핑 갈까 해. 너도 올래?  
캠핑? 재밌겠다! 어디로 가?  
양평 쪽으로. 바비큐도 할 거야.  
오, 좋아. 준비물 뭐 챙겨?  
텐트랑 간식 챙기자!  "
305,일반 대화,"요즘 듣는 노래 뭐야? 추천해줘.  
최근에 아이유 새 앨범 듣고 있어.  
오, 타이틀곡 좋았어?  
진짜 좋아. 감성 터져. 들어볼래?  
응, 바로 들어볼게. 콘서т 가고 싶네.  
나도! 같이 티켓팅하자.  "
306,일반 대화,"새로 산 옷 어때? 잘 어울려?  
완전 멋져! 어디서 샀어?  
홍대 매장에서 세일하길래 샀지.  
나도 쇼핑 가고 싶다. 같이 갈까?  
좋아, 이번 주말 어때?  
딜! 시간 정하자.  "
307,일반 대화,"요즘 책 뭐 읽어? 추천해줘.  
‘데미안’ 읽고 있어. 생각 많아지더라.  
오, 헤르만 헤세지? 나도 읽어볼까?  
추천해. 도서관에 있을 거야.  
좋아, 빌려서 읽고 얘기하자.  
오케이, 다음에 같이 토론하자!  "
308,일반 대화,"오늘 저녁 뭐 먹을까? 배달시킬까?  
피자 어때? 오랜만에 먹고 싶어.  
오, 좋지. 치즈 피자 시킬까?  
응, 그리고 치킨도 추가하자.  
완벽해. 7시쯤 시킬까?  
좋아, 같이 영화 보면서 먹자!"
309,일반 대화,"여행 가고 싶다. 어디 추천할 데 있어?  
부산 어때? 해운대 밤바다 멋져.  
오, 좋네. 숙소는 호텔로 할까?  
민박도 괜찮아. 분위기 좋아.  
좋아, 계획 세우자. 언제 갈까?  
다음 달 어때?  "
310,일반 대화,"요즘 드라마 뭐 봐? 재밌는 거 있어?  
‘도깨비’ 다시 보고 있어. 명작이야.  
오, 공유 나오는 거? 나도 좋아해.  
맞아, 스토리 너무 좋아. 정주행할래?  
응, 주말에 같이 보자.  
좋아, 간식 준비하자!  "
311,일반 대화,"새로 나온 카페 갔어? 디저트 맛있다던데.  
아직 안 갔어. 메뉴 뭐가 좋아?  
티라미수랑 아메리카노 추천해.  
오, 먹고 싶다. 오늘 갈까?  
좋아, 3시 어때? 같이 가자.  
딜! 거기서 만나자."
312,일반 대화,"요즘 취미 뭐해? 뭔가 재밌는 거 없을까?  
나 최근에 베이킹 시작했어. 쿠키 만들었어.  
진짜? 맛있어 보여. 나도 해볼까?  
같이 클래스 들을래? 재밌어.  
좋아, 주말에 같이 해보자!  
오케이, 레시피 보내줄게.  "
313,일반 대화,"어제 친구들이랑 뭐했어?  
노래방 갔어. 진짜 신났어.  
오, 어떤 노래 불렀어?  
케이팝이랑 옛날 노래 섞어서.  
다음에 나도 갈래. 언제 또 가?  
이번 주말 어때? 같이 가자!  "
314,일반 대화,"새로 산 스마트폰 어때? 기능 좋아?  
진짜 만족해. 카메라 성능 대박이야.  
오, 나도 바꿀까? 어디서 샀어?  
온라인에서 샀어. 할인 많이 하더라.  
링크 보내줘. 같이 비교해보자.  
좋아, 바로 보낼게!  "
315,일반 대화,"주말에 한강 갈까? 날씨 좋을 거 같아.  
좋아, 자전거 타면서 놀자.  
오, 재밌겠다. 간식 챙길까?  
응, 샌드위치랑 음료수 챙기자.  
좋아, 10시쯤 만나자. 어디서 만날까?  
여의도 공원 어때?"
316,일반 대화,"요즘 운동 뭐해? 건강 챙기고 싶어.  
필라테스 시작했어. 몸이 가벼워져.  
오, 나도 해볼까? 강사 어때?  
친절하고 잘 가르쳐. 무료 체험 있어.  
좋아, 같이 체험해볼까?  
응, 이번 주에 가자!  "
317,일반 대화,"새로 나온 게임 해봤어? 재밌나?  
응, RPG 게임인데 스토리 좋아.  
오, 나도 다운로드해볼까?  
같이 하면 더 재밌어. 서버 정하자.  
좋아, 오늘 저녁에 시작하자.  
오케이, 링크 보내줄게!  "
318,일반 대화,"오늘 점심 뭐 먹을까? 뭔가 색다른 거 먹고 싶어.  
타코 어때? 새로 생긴 멕시칸 식당 가자.  
오, 좋네. 매운 거 괜찮아?  
응, 매콤한 거 좋아. 몇 시에 갈까?  
12시 반 어때?  
좋아, 거기서 만나자!"
319,일반 대화,"요즘 드라마 뭐 볼까? 추천해줘.  
‘이태원 클라쓰’ 재밌어. 다시 보고 있어.  
오, 박서준 나오는 거? 좋아해.  
맞아, ost도 좋아. 같이 볼래?  
응, 주말에 정주행하자.  
좋아, 간식 챙겨놓자!  "
320,일반 대화,"새로 산 이어폰 어때? 음질 좋나?  
진짜 좋아. 베이스 쫙 울려.  
오, 나도 하나 살까? 어디서 샀어?  
온라인 몰에서 샀어. 할인하더라.  
링크 보내줘. 같이 비교해보자.  
오케이, 바로 보낼ге!  "
321,일반 대화,"주말에 뭐할까? 심심해.  
보드게임 카페 갈까? 재밌을 거 같아.  
오, 좋지. 어떤 게임 할까?  
할리갈리 재밌어. 간단하고 웃겨.  
좋아, 3시쯤 어때?  
딜! 거기서 만나자."
322,일반 대화,"요즘 취미로 뭐해? 뭔가 새로 시작하고 싶어.  
나 사진 찍기 시작했어. 풍경 찍는 거 좋아.  
오, 멋지다! 카메라 뭐 써?  
그냥 폰카로 시작했어. 재밌더라.  
나도 해볼까? 같이 나가자.  
좋아, 주말에 찍으러 가자!  "
323,일반 대화,"어제 친구들이랑 어디 갔어?  
명동 갔어. 쇼핑하고 먹방했지.  
부럽다! 뭐 샀어?  
옷이랑 화장품 좀 샀어.  
다음에 나도 갈래. 언제 또 가?  
이번 주말 어때? 같이 가자!  "
324,일반 대화,"새로 나온 디저트 카페 갔어?  
응, 갔어. 마카롱 진짜 맛있어.  
오, 나도 가보고 싶다. 어디야?  
강남역 근처야. 같이 갈까?  
좋아, 내일 저녁 어때?  
좋아, 6시쯤 만나자!"
325,일반 대화,"요즘 드라마 뭐 봐? 추천해줘.  
‘사이코지만 괜찮아’ 재밌어. 감동적이야.  
오, 김수현 나오는 거지?  
맞아, 연기 최고야. 같이 볼래?  
응, 오늘 저녁부터 시작하자.  
좋아, 넷플릭스 켜놓자!  "
326,일반 대화,"주말에 뭐할까? 날씨 좋아 보여.  
한강에서 피크닉 어때?  
오, 좋지. 간식 뭐 챙길까?  
샌드위치랑 과일 챙기자.  
좋아, 11시쯤 어때?  
완벽해. 여의도에서 만나자!"
327,일반 대화,"새로 산 신발 어때? 편해?  
진짜 편해. 디자인도 예뻐.  
어디서 샀어? 나도 하나 사고 싶어.  
온라인 세일에서 샀어. 링크 보내줄게.  
고마워, 바로 확인해볼게.  
좋아, 같이 쇼핑하자!  "
328,일반 대화,"요즘 운동 뭐해? 건강 챙기고 싶어.  
조깅 시작했어. 아침에 뛴다.  
오, 나도 해볼까? 코스 어디로 가?  
공원 근처로 뛰어. 같이 갈래?  
좋아, 내일 아침 어때?  
좋아, 7시쯤 만나자!"
329,일반 대화,"여행 계획 세웠어? 가을에 어디 가고 싶어?  
제주도 어때? 올레길 걷고 싶어.  
오, 좋네. 숙소는 어디로 할까?  
게스트하우스 괜찮아. 분위기 좋아.  
좋아, 계획 세우자. 언제 갈까?  
10월 어때?"
330,일반 대화,"요즘 듣는 음악 뭐야? 추천해줘.  
방탄소년단 새 앨범 듣고 있어.  
오, 타이틀곡 어때? 중독성 있어?  
진짜 좋아. 뮤비도 멋져.  
바로 들어볼게. 같이 콘서트 갈까?  
오, 무조건 가자!  "
331,일반 대화,"오늘 점심 뭐 먹을까? 배고프네.  
초밥 어때? 근처에 새로 생긴 집 가자.  
오, 좋지. 회도 시킬까?  
응, 신선한 거 먹고 싶어.  
좋아, 12시쯤 갈까?  
딜! 거기서 만나자."
332,일반 대화,"주말에 뭐할까? 심심해.  
보드게임 카페 어때? 재밌을 거야.  
오, 좋네. 어떤 게임 할까?  
우노랑 젠가 재밌어.  
좋아, 2시쯤 어때?  
완벽해. 거기서 만나자!"
333,일반 대화,"요즘 취미 뭐해? 새로 시작한 거 있어?  
뜨개질 시작했어. 스카프 만드는 중이야.  
오, 멋지다! 어렵지 않아?  
처음엔 어렵지만 재밌어. 해볼래?  
좋아, 같이 배워보자.  
오케이, 주말에 만나자!  "
334,일반 대화,"어제 친구들이랑 뭐했어?  
카페에서 수다 떨었어. 분위기 좋았어.  
부럽다! 어떤 카페 갔어?  
홍대에 새로 생긴 곳. 디저트 좋아.  
다음에 나도 갈래. 언제 가?  
내일 어때? 같이 가자!  "
335,일반 대화,"새로 산 가방 어때? 잘 어울려?  
진짜 예뻐! 어디서 샀어?  
온라인에서 세일하길래 샀지.  
나도 하나 사고 싶다. 링크 보내줘.  
응, 바로 보낼게. 같이 쇼핑 갈까?  
좋아, 주말 어때?  "
336,일반 대화,"요즘 드라마 뭐 볼까? 추천해줘.  
‘눈이 부시게’ 감동적이야.  
오, 그거 재밌다던데. 어디서 볼 수 있어?  
넷플릭스에 있어. 같이 볼래?  
응, 오늘 저녁부터 시작하자.  
좋아, 준비할게!  "
337,일반 대화,"주말에 한강 갈까? 날씨 좋을 거 같아.  
좋아, 피크닉 어때?  
오, 좋지. 간식 뭐 챙길까?  
과일이랑 샌드위치 챙기자.  
좋아, 11시쯤 어때?  
딜! 여의도에서 만나자."
338,일반 대화,"새로 산 이어폰 어때? 음질 어때?  
진짜 좋아. 노이즈 캔슬링 최고야.  
오, 나도 하나 살까? 어디서 샀어?  
온라인 몰에서 샀어. 할인하더라.  
링크 보내줘. 같이 비교하자.  
오케이, 바로 보낼게!  "
339,일반 대화,"요즘 운동 뭐해? 건강 챙기고 싶어.  
요가 시작했어. 마음이 편안해져.  
오, 나도 해볼까? 추천 강사 있어?  
유튜브에 무료 강의 많아.  
좋아, 같이 따라 해보자.  
응, 내일 저녁 어때?  "
340,일반 대화,"여행 계획 세웠어? 어디 가고 싶어?  
속초 어때? 바다 보고 해산물 먹자.  
오, 좋네. 숙소는 어디로 할까?  
펜션 괜찮아. 분위기 좋아.  
좋아, 계획 세우자. 언제 갈까?  
다음 달 어때?  "
341,일반 대화,"요즘 듣는 노래 뭐야? 추천해줘.  
블랙핑크 새 앨범 듣고 있어.  
오, 타이틀곡 어때? 중독성 있어?  
진짜 좋아. 뮤비도 멋져.  
바로 들어볼게. 콘서트 갈까?  
오, 무조건 가자!  "
342,일반 대화,"오늘 점심 뭐 먹을까? 배고프네.  
칼국수 어때? 근처 맛집 가자.  
오, 좋지. 만두도 시킬까?  
응, 찐만두 좋아. 몇 시에 갈까?  
12시 반 어때?  
딜! 거기서 만나자."
343,일반 대화,"주말에 뭐할까? 심심해.  
영화관 갈까? 새로 나온 영화 있어.  
오, 어떤 영화? 재밌어 보여?  
액션 영화야. 트레일러 멋지더라.  
좋아, 3시쯤 어때?  
완벽해. 표 예매할게!"
344,일반 대화,"요즘 취미 뭐해? 새로 시작한 거 있어?  
캘리그라피 시작했어. 손글씨 재밌어.  
오, 멋지다! 어렵지 않아?  
처음엔 어렵지만 재밌어. 해볼래?  
좋아, 같이 배워보자.  
오케이, 주말에 만나자!  "
345,일반 대화,"어제 친구들이랑 뭐했어?  
인사동 갔어. 전통 차 마셨어.  
부럽다! 분위기 어땠어?  
아늑하고 좋았어. 디저트도 맛있어.  
다음에 나도 갈래. 언제 가?  
내일 어때? 같이 가자!  "
346,일반 대화,"새로 산 옷 어때? 잘 어울려?  
진짜 멋져! 어디서 샀어?  
명동 매장에서 세일하길래 샀지.  
나도 쇼핑 가고 싶다. 같이 갈까?  
좋아, 이번 주말 어때?  
딜! 시간 정하자.  "
347,일반 대화,"요즘 드라마 뭐 볼까? 추천해줘.  
‘호텔 델루나’ 재밌어. 판타지야.  
오, 아이유 나오는 거지?  
맞아, ost도 좋아. 같이 볼래?  
응, 오늘 저녁부터 시작하자.  
좋아, 준비할게!  "
348,일반 대화,"주말에 한강 갈까? 날씨 좋을 거 같아.  
좋아, 산책하면서 수다 떨자.  
오, 좋지. 간식 뭐 챙길까?  
커피랑 과자 챙기자.  
좋아, 10시쯤 어때?  
딜! 여의도에서 만나자."
349,일반 대화,"새로 산 스마트폰 어때? 기능 좋아?  
진짜 만족해. 카메라 성능 최고야.  
오, 나도 바꿀까? 어디서 샀어?  
온라인에서 샀어. 할인 많이 하더라.  
링크 보내줘. 같이 비교하자.  
오케이, 바로 보낼게!  "
350,일반 대화,"요즘 운동 뭐해? 건강 챙기고 싶어.  
헬스장 다니기 시작했어. 재밌어.  
오, 나도 해볼까? 어떤 운동 해?  
웨이트랑 러닝머신. 무료 체험 있어.  
좋아, 같이 체험해볼까?  
응, 내일 저녁 어때?  "
351,일반 대화,"여행 계획 세웠어? 어디 가고 싶어?  
강릉 어때? 커피거리 가보고 싶어.  
오, 좋네. 숙소는 어디로 할까?  
게스트하우스 괜찮아. 분위기 좋아.  
좋아, 계획 세우자. 언제 갈까?  
11월 어때?"
352,일반 대화,"요즘 듣는 노래 뭐야? 추천해줘.  
세븐틴 새 앨범 듣고 있어.  
오, 타이틀곡 어때? 중독성 있어?  
진짜 좋아. 뮤비도 멋져.  
바로 들어볼게. 콘서트 갈까?  
오, 무조건 가자!  "
353,일반 대화,"오늘 점심 뭐 먹을까? 배고프네.  
비빔밥 어때? 근처 맛집 가자.  
오, 좋지. 계란 추가할까?  
응, 고추장도 듬뿍 넣자.  
좋아, 12시쯤 갈까?  
딜! 거기서 만나자."
354,일반 대화,"주말에 뭐할까? 심심해.  
전시회 갈까? 현대미술 전시 있다던데.  
오, 재밌겠다. 어디서 해?  
동대문 DDP에서. 표 예매할까?  
좋아, 2시쯤 어때?  
완벽해. 같이 가자!"
355,일반 대화,"요즘 취미 뭐해? 새로 시작한 거 있어?  
서핑 시작했어. 바다에서 타는 거야.  
오, 멋지다! 어렵지 않아?  
처음엔 어렵지만 재밌어. 해볼래?  
좋아, 같이 배워보자.  
오케이, 주말에 만나자!  "
356,일반 대화,"어제 친구들이랑 뭐했어?  
북촌 갔어. 한옥 카페 갔지.  
부럽다! 분위기 어땠어?  
아늑하고 차 맛있었어.  
다음에 나도 갈래. 언제 가?  
내일 어때? 같이 가자!  "
357,일반 대화,"새로 산 신발 어때? 잘 어울려?  
진짜 멋져! 어디서 샀어?  
홍대 매장에서 세일하길래 샀지.  
나도 쇼핑 가고 싶다. 같이 갈까?  
좋아, 이번 주말 어때?  
딜! 시간 정하자.  "
358,일반 대화,"요즘 드라마 뭐 볼까? 추천해줘.  
‘킹덤’ 재밌어. 좀비 사극이야.  
오, 스릴 있겠다. 어디서 볼 수 있어?  
넷플릭스에 있어. 같이 볼래?  
응, 오늘 저녁부터 시작하자.  
좋아, 준비할게!  "
359,일반 대화,"주말에 한강 갈까? 날씨 좋을 거 같아.  
좋아, 자전거 타면서 놀자.  
오, 좋지. 간식 뭐 챙길까?  
샌드위치랑 음료수 챙기자.  
좋아, 10시쯤 어때?  
딜! 여의도에서 만나자."
360,일반 대화,"새로 산 이어폰 어때? 음질 어때?  
진짜 좋아. 베이스 쫙 울려.  
오, 나도 하나 살까? 어디서 샀어?  
온라인 몰에서 샀어. 할인하더라.  
링크 보내줘. 같이 비교하자.  
오케이, 바로 보낼게!  "
361,일반 대화,"요즘 운동 뭐해? 건강 챙기고 싶어.  
클라이밍 시작했어. 재밌어.  
오, 나도 해볼까? 어렵지 않아?  
처음엔 힘들지만 재밌어. 체험해볼래?  
좋아, 같이 가보자.  
응, 내일 저녁 어때?  "
