conversation,true_label,predicted_label,true_label_name,predicted_label_name
"아니 아이가 헛걸음하게 만들면 어떡해요!! 제가 종이에 분명 적은대로 주셨으면 되는데!!
아이가 종이를 보여주지않았어요.
씨씨티비 돌려봐요!!그러면!!
아니요 어머님. 소리지르지마시고 제가 잘못했습니다. 그러면 제가 아이 오게하지마시고 직접 차 타고 가져다드릴게요. 주소가 어떻게 되세요.
저 지금 백화점에 있으니까 거기로오세요.
네. 그러면 제가 30분내로 갈테니까 조금만 기다리세요.
아휴 이런식으로 일하는 사람이 어디있어.
어머님 죄송합니다",1,4,기타 괴롭힘 대화,협박 대화
"야 우리 내일 현장학습인 거 알지?
응? 알지.
그럼 니가 내 대신 내도시락도 좀 싸와라
내가? 왜?
엄마한테 말씀드렸더니 내일 바쁘시다고하셔서 사먹으라는데 돈 아깝잖아?
근데 왜 내가 니도시락을.
씨 너 내일 도시락 안싸오냐?
싸오지.
근데 거기에 내 꺼 더 싸오는게 그렇게 힘들어? 내일 싸와라. 안 싸오면 어떻게 되나보자.아 참 수진이 것도
어? 아니 그게.내가 왜 너희 껄.",1,0,기타 괴롭힘 대화,갈취 대화
"파일 잘 숨겼지?
 예 그럼요. 경찰들 찾기 어려울겁니다 
 그래. 어디에 숨겼어?
 하하 그걸 말하면 안되죠. 위에서 저만 알고 있으라는 지시가 있었는데요 
 씁 이사람아 내가 알아야 비상시에 협조를 할거 아닌가.
 이상하십니다? 윗선에서 내려온 지신데 따르시지 않고. 혹시 캥기는거 있으십니까?
 난 말이야 알아도 모른척 모르면 더 모른척 하는 사람 좋아해. 승진에 관심이 없나봐?
 예?
 이번 승진 내 입김 센 거 알지? 특히 내 평가로 승진여부 갈릴 수 있다는거 아나?
 아. 그럼 제가 알려드린 거 아닙니다. 전 모르는 일이에요.
 그래 알겠어 이번에 승진 기대해!",0,4,갈취 대화,협박 대화
"혹시 민지님 맞나요? 아니 다른게 아니고 우리 회사 워크숍 있잖아 아직 도착전이야?
지금 다 도착해있는데 무슨소리야 단체 메시지 못 봤어? 장소 변경 됐잖아.
아 진짜? 잠시만 확인해볼게 음. 나는 그런 메시지 받은 적 없는데. 확인 좀 해줄래?
저기 과장님 씨가 바뀐 워크숍 장소 못 들었다는데 무슨 소릴까요?
아 깜박하고 못 보내줬나 보네 알아서 차타고 오던 해 근데 늦지 않게 와 늦으면 나중에 인사평가 문제 되는 거 알지?
여기서 가는데 최소 2시간 이상은 걸려서 늦을거 같은데요. 문자가 안 와서 여기로 온건데 방법이 없을까요?
네가 착각해놓고 무슨 소리야 정확히 알고 갔어야지 안 그러냐 야?
그러게요 저러니 눈치없다는 소리만 듣고 다니지 야 눈치껏 움직여라 눈치껏 너 늦게오면 또 몇 명이 기다려야 하냐?
내가 어제 너한테 물어 봤잖아. 여기 맞냐고 근데 너가 맞다고 했잖아
내가 언제? 말 지어내니? 이제 할 말없어서 사람 사기꾼 만드네 진짜 얘 인성 대박이죠 제가 이런 애 믿으면 안된다고 그랬잖아요
야 그러네 알려줘서 고맙다 우리팀에 이상한 놈 굴러 들어온거 초반에 알고 어쨋든 늦지말고 와라 늦으면 어떻게 될지 각오해",3,1,직장 내 괴롭힘 대화,기타 괴롭힘 대화
"너 지금 나 째려봤냐?
아니요.
아니긴 뭐가 아니야 나 기분나쁘게 째려봤잖아
아닙니다. 뒤에 간판 봤어여
어휴 생긴것도 눈 쫙 째져서 재수없게 생긴게
아니에요.정말
눈깔 뽑히고 싶어?? 기분 나쁘게 시리
죄송합니다.
앞으로도 눈 그렇게 내리깔고 다니란말야 뽑히기 싫으면
죄송합니다.
그래 재수없이 째진 눈 안보이니까 얼마나 좋냐
.",4,1,협박 대화,기타 괴롭힘 대화
"헐 오대리 옷 입은 거 봤어? 완전 구려.
 아무도 안 말리나봐. 그러니까 직장 와서도 왕따 당하시지
 와 저런 패션은 인터넷 유머글로만 있는 줄 알았는데.
 오대리 옷 입는 거 좀 신경 써줄래요? 업무 효율이 안 나요. 오대리 때문에.
 앗 제 옷이 그렇게 이상한가요? 네 신경 쓰겠습니다.
 그럼 모르셨어요? 집에 거울이 없으세요?
 화장실을 안 가시나봐요. 거울도 못 보게.
 말이 좀 심하시네요들.
 아 죄송해요. 제가 말이 너무 심했네요. 실수
 우린 조언을 해준건데. 알겠어요",3,1,직장 내 괴롭힘 대화,기타 괴롭힘 대화
"너 오늘 남아라
오늘은 안됩니다.
가긴 어딜가 남으라고
이유라도 말 해주세요
너 내 뒷담까고 다니냐
무슨 말씀이세요
내가 들은 건 뭐고
뭔데요
알면서 
이런식으로 몰아가지 마세요.
몰아가긴 재밌잖아
저에대해서 말한건 상사잖아요",3,1,직장 내 괴롭힘 대화,기타 괴롭힘 대화
"하연아
응??
나 이것좀 대신 해주면 안돼?
어?? 이거 팀장님이 너보고 정리하란거 아냐?
응 맞는데 동기 좋다는게 뭐야
하지만.
어차피 내가 다해서 이제 오탈자 정리좀 하고 검토하고 출력해서 제본만 20권 만들면 되는데?
그래도 이건 니 일이잖아
응 근데 내가 지금 사정이 있어서 오늘 칼퇴해얄거 같은데?
하지만.
애 너 밥맛이라고 동기들이 사이에서도 겉도는게 내가 어울리게 해줬는데 이거하나 못해주니?? 동기 좋다는게 뭐야 서로서로 돕고 사는거아냐?
.아.알앗어",3,0,직장 내 괴롭힘 대화,갈취 대화
"여보 식사하세요
어 지금 가.
여보 오늘도 고생 많았어요.
왜이래? 밥이나 먹어.
당신 근데 견과류 알러지 있다고 했죠?
어. 먹으면 목이 부어서 숨이 안쉬어져. 그래서 어릴 때 이 후로 한 번도 먹어본 적없어. 왜?
아니에요. 나도 당신 만나고 견과류 먹어본 기억이 없어서.
내가 안먹으니 너도 안먹어야지. 말이라고 해?
알죠. 그래서 지금까지 안먹었잖아요 근데 여보 오늘 샐러드 드레싱 어때요 ? 땅콩 좀 갈아 넣어봤는데
.윽.뭐야? 당신.일.일부러. 윽 . 살려줘.약.약!!.켁.
여보 그 동안 고마웠어요 그러게 내가 원하는 대로 해줬으면 좋았잖아.잘가요 여보",4,1,협박 대화,기타 괴롭힘 대화
"안녕하세요 병원장님
어 그래 약국은 잘 돼지?
네 덕분에요
응 그래그래 근데 다음주부터 여기 약국에 다른 사람이 들어오기러 했는데 어떡하지?
네????
아니 나친한 친구 딸도 약사인데 목 좋은데서 하고 싶다고 사정사정하기길래
아니그래도 그렇죠. 당장 다음주부터 나가라고 하시면 어떡합니까
그치? 그래서 너무 인정머리 없는 것 같아서 내가 내려왔잖아
네???
그 친구가 약국 인수하게 해주면 돈 좀 챙겨준다는데 나는 김약사 그동안의 정을 생각해서 먼저 알려주라고 내려왔지친구가 준다는거 딱 반만 받겠네",0,3,갈취 대화,직장 내 괴롭힘 대화
"야 너가 게임 팀킬장인 맞냐?
응 맞는데 뭐. 왜 불렀는데 키도 조그마해서 초등학생도 못 이길 덩치구만. 형이 햄버거 사줄테니까 기분풀고 집에 가렴.
야 클랜전이었는데 너 때문에 망한거잖아. 니 덕분에 우리 클랜 랭킹도 내려갔더라? 기분 좋냐?
야 설마 그거 때문에 그러냐? 애가 게임이랑 현실이랑 구분 못 하네. 그니까 너가 방구석 히키코모리처럼 사는거 아니냐?
그래 말 할 수 있을 때 계속 애기해봐. 말 할 수 있을 때까지
내가 너 누군지 모르지만 제발 게임이랑 현실이랑 구분 좀 해라 그러다 사람 죽이게 생겼다? 왜 랭킹 떨어졌다고 사람 죽이게?
잘아네. 내가 현질해서 거기까지 올려놨구만 너가 다 망쳤는데 책임져야지. 니가 실컷 떠든것처럼 난 게임이랑 현실 구분 못 하니까 게임처럼 죽여볼게. 진짜 바로죽나
야 왜이래. 게임 일 뿐인데 다음부터 안 그럴게. 랭킹 높여놔 줄게.
애초에 너가 그렇게 말했으면 바로 넘어갔을텐데. 왜 사람 자존감도 깍아내려가지고. 그 게임에서는 이 총 한번 헤드샷 날리면 바로 쓰러지러더라? 덕분에 실제로 그런지 테스트 해볼 수 있게 됐네 야 고맙다 고마워.
왜 이래. 총은 또 어디서 난거야.그거 빨리 내려놔. 너 그러다가 범죄자 된다니까?",4,1,협박 대화,기타 괴롭힘 대화
"어이.
정성을 다해 모시겠습니다. 사랑합니다 고객님. 무엇을 도와드릴까요?
아니. 시발 니네 회사에서 산 물건이 이게 말이 돼? 사자마자 부숴지잖아.
아. 그러셨군요 고객님. 그러면 어떻게 도와드리면 될까요? 환불을 원하시나요?
지금 장난해? 방법은 니가 찾아와야지 왜 나한테 물어봐? 너 돈 받고 일하는거 아니야? 윗 사람 불러와. 짤리고싶지 아주?
죄송합니다 고객님. 그럼 제가 환불 절차 도와드리겠습니다. 구매하신 카드 번호 알려주시겠습니까?
환불이 문제가 아니라 내가 받은 정신적 피해까지 보상해줘야겠는데? 너네 때문에 내가 얼마나 피해를 봤는지 알아?
죄송합니다 고객님.",0,1,갈취 대화,기타 괴롭힘 대화
"야 인터넷에 이 사진 이거 너 아니냐?
 무슨 소리야 잘못 본거아냐?
 잘 봐 여기 이거 점 위치에 빼박 너구만 몰래 이러니까 재밌냐? 이 새끼 이거 변태아냐?
 왜 자꾸 우기는 지 모르는겠는데 그거 나 아냐
 그으래? 그럼 이게 니가 맞는지 아닌지 다른 애들한테도 물러보지 뭐. 그렇게 당당하면 단톡에 올려도 되는거지?
 뭐? 그걸 왜 단톡에 올려?
 니가 아니면 당당한거 아냐. 왜 그렇게 놀라지?
 내가 아니어도 불법촬영물을 올리는 건 옳지않아.
 이 새끼 이거 괜히 헛소리하네. 올리는게 싫음 돈이라도 한푼 주고 올리지 마란 소리 하던가.
 . 얼마 주면 되는데?
 그래 처음부터 그렇게 나왔어야지",0,1,갈취 대화,기타 괴롭힘 대화
"좀 조용히 해주세요 여기가 놀이터입니까
애들이 휴일이라 좀 그런걸 가지고 그러세요
밖에서 놀면되는데 왜 집에서 그래요 밑에는 지진나요
코로나때문에 나가기 그래서 그러니 이웃끼리 이해좀
지금하루이틀입니까 새벽에도 뛰는데 누가이해해요
우리애들이 잠이 별로 없어서 그래요 밖에서 에너지를 빼야하는데 못 그러니 집에서 에너지뺀다고
당신들이사오고 전 불면증에 우울증까지와서 정신과 약먹고있어요 그책임 질겁니까
그게 우리 때문이라는 증거있나요
내가 돌아버리기전에 집에 불내면 니들은 어찌될까
당신 제 정신 아니군
제 정신 아니니 정신과 다니지 이사갈래 불 맛볼래",4,1,협박 대화,기타 괴롭힘 대화
"선생님 이미 각서에 쓰신 내용입니다
 아니 그래도 장기거래가 말이됩니까
 각서에 따른 처분 내용을 기재한거지 거래가 아녜요
 아니 그래도 몸을 건드는게 말이되냐고요
 그건 이미 상호간 합의된 것이라 법적문제거 없습니다
 됐고 난 변호인을 통해 처분할거요
 그걸로 감당되시겠습니까
 뭐요 협박이요 지금?
 당신의 가족이 대신해도 괜찮냔 것이죠
 아니 이 미친놈이!",4,0,협박 대화,갈취 대화
"나 임신했어.
뭐?????? 무슨 소리야. 갑자기.
이번에 생리가 너무 늦어서. 병원에 다녀오는 길이야.
너 제정신이야? 지금 이 상황에 임신이 말이 되냐??
.아니 이게 이렇게 화낼 일이야.? 그리고 나 혼자만 하는 것도 아니잖아.
야 그리고 솔직히 너랑 내가 결혼한 것도 아니고 하루종일 붙어있는 것도 아닌데 내가 널 어떻게 믿냐?
너 지금 말 다했어? 제 정신아닌건 너아니야? 그게 지금 니 얘 임신했다는 나한테 할소리야?
상식적으로 말야. 니가 안전하다고 했고 그 뒤에 니가 누구랑 붙어먹었는지 내가 알아? 참 내가 호구로 보이냐?
니가 당연히. 낳자고 안할 거라곤 생각했지만. 이렇게까지 개만도 못한 말 할거라곤 차마 예상도 못했다.
당연하지 내가 남의 새끼인줄도 모르는 애를 어떻게 키우냐? 당장 지워. 돈을 계좌로 보낼거니까 그렇게 알고 다신 보지말자.
너 진짜 그렇게 살지마. 진짜 나쁜새끼야.",1,4,기타 괴롭힘 대화,협박 대화
"경비실 아저씨. 아. 저. 씨!!
아 네 네 사모님 무슨 일이시죠?
저희 집 앞에 저거 좀 치워달라고 했잖아요. 내말 안들려요? 
아 저건 직접 하셔야해요. 
아니 경비원이 대체 하는일이 뭐예요? 주민들 도와주는일 아니예요? 
네 그렇긴 하지만.
월급을 따박따박 받아가놓고 이런일도 하기 싫으면 때려치든가요. 
말이 심하십니다.
내가 뭐 틀린말 했어요? 맨날 경비실이나 지키면서 졸줄만 알지 경비가 하는일이 뭐예요 도대체? 
저건 제가 이번만 치워드릴께요.
경비들 싹 짤라버리자고 해야지 안되겠네 정말",1,3,기타 괴롭힘 대화,직장 내 괴롭힘 대화
"어이 이대리. 치마가 너무 짧아?
그런가요? 무릎 길이 정도면 단정하다고 생각했는데요.
아니 그게 무슨소리야. 그러다가 남자 직원들한테 속옷보이겠다.
말을 너무 심하게 하시네요. 전혀 안 그래요.
저번에 피어싱 뚫을 때부터 알아봤어야 하는데. 여자가 점잖지를 못해.
그건 제 스타일이니까 참견하지 마세요.
직장 분위기를 흐리고 다니니까 그렇지. 선배가 하는 말은 좀 약이다 하고 받아들여.
아니 왜 제가 다 선배가 원하는 기준에 맞춰야 하는데요? 
계속 삐죽삐죽하게 받아들이는 것 좀 봐. 저러니까 남자친구랑 헤어지지.
그만 좀 하세요!",3,1,직장 내 괴롭힘 대화,기타 괴롭힘 대화
"봉투 필요하세요?
그럼?
네???
아니 그럼 봉투안주려고했어?
아니요.
내가 그럼 이걸 머리고 이고갈까?
.아닙니다.
아휴 답답해서리 얼른 봉투나 줘
죄송합니다.
일머리 없어서 쯧",1,3,기타 괴롭힘 대화,직장 내 괴롭힘 대화
"너 내가 좋은 말로 할 때 빌린 돈 내놔.
아니 나 아직 월급이 안 들어와서 여윳돈이 없다구.
너 내가 처음 이러는 거 아니잖아. 왜 사람 화나게 하냐고
너는 내 월급날 모르잖아. 알려줬는데도 매일 사람한테 이럴거야?
야 너 내가 지금 칼 들고 너네 원룸 앞으로 간다! 새끼야.
어이 친구 살살해. 지금 그게 사람이 할 소리야?
야. 전화 끊어봐. 나 지금 차 돌려서 가고 있어.
잠깐만. 진짜 오고 있냐고. 나 지금 못 나가. 여자친구랑 있어
그게 뭔 상관인데. 나는 내 돈 받으러 가겠다고. 지금 주머니칼 들고 갈테니까 알아서해.너 죽일거야 돈 안 주면
너 경찰 신고하기 전에 곱게 자. 밤이 깊었는데 뭐 하고 지랄이냐.",4,0,협박 대화,갈취 대화
"가위바위보해서 딱밤맞기하자
그래! 가위바위보!
내가 이겼다 퍽!
?내가 보자기고 넌 주먹인데?
그래 내가 이겼잖아
엥 내가 이겼어
그냥 잔말맞고 맞아 이새꺄
너무해
퍽퍽퍽 봐봐 내가 이겼지
아 때리지마",1,4,기타 괴롭힘 대화,협박 대화
"짜증나게 하네 진짜 생긴거부터 거슬리게
갑자기 왜그래
너 뭔데 내 눈앞에서 알짱거려 기분 나쁘게
. 미안해 다음부터 조심할게
아 생긴것부터 비호감 야 내눈에 띄지마 죽여버려진짜
야 그만해라 저새끼 쫄아서 오줌이라도 지리면 어떡하냐
야 우리가 몇인데 지려 설마 내눈앞에서 실수하면 존나 조져버려야지
나 얼른 지나갈게
아직도 안지나갔어? 쳐 맞을래? 어?
미.미안해
얼른 꺼져 새끼야
알겠어",4,1,협박 대화,기타 괴롭힘 대화
"아저씨 저 담배하나만 사다주세요
아니 학생 담배는 몸에 안좋아
아저씨가 무슨상관이에요? 부모라도 돼?
생각하고 하는 말이라 그래
아 됐고 안사줄거면 됐어요
학생
아진짜 짜증나게 어딜잡아요? 안사줄꺼면 꺼지라고
학생 그러면 안돼
안되긴 뭐가 안돼? 아저씨가 내 인생 살아줄거야? 염병 기분나쁘니까 꺼지라고 한대 맞아야 정신차릴거에요?
학생 나중에 후회해 그래서 하는 말이야
아주 그냥 성자 나셨네 성자 두번 말안해 안사줄꺼면 꺼져 쳐맞기 싫으면",4,0,협박 대화,갈취 대화
"나 너 살 안 빼면 헤어질거야
뭐? 진짜 내가 그 말 하지 말라고 했지
나 너 뱃살 있는 거 진짜 싫어
개새끼
살 얼른 빼 보기 싫으니까
작작 말해 미친 새끼
응응 이번에 살 안 빼면 진짜 나랑 그만 만나
알겠어 오빠
그래 뚱땡아아
응응 알겠어",4,1,협박 대화,기타 괴롭힘 대화
"껍데기 뿐인 정박아로 태어난 주제에 용케 아직까지 살아있구나.
 좋은 아침 좋아질 것 같지 않지만.
 모두 네 덕분이지. 너의 존재는 너와 함께하는 모두어게 민폐만 끼칠 뿐이야.
 그렇게 생각하든가. 네 생각과는 상관없이 난 잘 살아가고 있어.
 내가 말하는 건 사실 뿐이야. 시간이 흐르고 주위 사람들의 연민이 바닥을 보일 때 너는 그 무엇도 될 수 없어.
 확실히 내겐 문제가 많아. 하지만 그건 내 문제지 네 문제인가?
 내가 몇 번이나 말했었지.
 네가 나를 괴롭히는 이유 다시 한 번 말해주겠어? 멍청한 이 몸은 기억을 못하겠네.
 .너 같은 불량품 자식과 나의 혈관에 같은 피가 흐른다는 게 수치스러워서 견딜 수가 없어. 이쯤되면 목을 메달든 손목을 긋든 어서 자살하라고 내 손을 더럽히려 하지 말고.
 절대 그럴 일 없다네 형제여.
 네 삶의 모든 것을 불살라버릴 거야. 이 세상 모든 것이 너를 적대하게 되겠지. 그 때 가서 후회하지 마.",1,4,기타 괴롭힘 대화,협박 대화
"친구야 이따 시험때 답좀 슬쩍 보여주라.
 그건 어려울것 같은데.
 와.친구사이에 이러기냐?
 미안. 걸리면 0점이잖아.
 그러면 너 지난번에 과제 내꺼 베껴서 제출한거 내가 조교님께 말한다?
 아니 그건 지난일인데 왜 이제와서 말해.
 지금이라도 말하면 너 점수깍일걸? 생각 잘해라.
 하. 그래도 시험컨닝은 좀.
 그래 그럼 나는 지금 조교님한테 간다.
 알았어 보여주면 되잖아.",4,0,협박 대화,갈취 대화
"야 니네누나 이쁘더라?
어? 고마워
니네 누나 이뻐서 그러는데 나좀 소개시켜줘
우리누나 남자에 관심없어
웃기네 너 지금 나 소개 안시켜주려고 그러냐?
그런게 아니라 어제도 딱히 남자에 관심없다고그랬어
야 헛소리하지말고 누나 번호나 찍어
안되는데
머리가 아스팔트랑 뽀뽀하고 나면 정신이 번쩍 들어서 그때 알려줄라나?
아. 알겠어.",4,1,협박 대화,기타 괴롭힘 대화
"야 김폐급.
 일병 김사훈.
 나 근무 넣지 말라고했지? 죽고싶냐?
 중대장님께서. 박근우상병님 꼭 투입하라고 하셨습니다.
 중대장? 너 그 짬 쳐먹고 아직 그딴거 하나 커버 못쳐?
 그래서 니가 폐급인거야. 너무 안 쳐맞아서 그런가?
 죄송합니다. 앞으로 이런 일 없도록 하겠습니다.
 야 됐고 병인이불러와.
 이병인일병 말씀이십니까.? 병인이는 왜.
 맞선임이 개 폐급인거 알려줘야지. 너는 병인이한테부터 먹히는거야.
 박근우상병님 정말 죄송합니다. 한번만 기회를 더 주십시오.
 됐고 병인이 불러와. 올때 니새끼 하이바 챙겨오고.",3,4,직장 내 괴롭힘 대화,협박 대화
"너그 또 그랫다며 ?
무슨 소리시죠 ?
 다 소문났어
 제대로 얘기를 해주셔야 할죠
말귀 못알아 듣는건 여전하구나
 선배님
 너가 길동한테 꼬리쳤다며 카풀하자고
제가 먼저 제안한거 아닙니다 헛소문 내지 말아주세요
내가 위지 너가 위니 ? 어디서 하라 말아야
 부탁드려요",3,4,직장 내 괴롭힘 대화,협박 대화
"내가 말한 금액대로 가져왔냐?
미안해. 못가져왔어.
뭐라고? 그걸 지금 말이라고 해?
미안해. 그치만 너무 큰 돈이어서 용기가 안 났어. 
내가 그랬잖아 훔쳐서든 어떻게든 가져오라고. 안 가져오면 어떻게 한다 했지? 
진짜 미안해. 다음번엔. 한번 더 기회를 주면 꼭 구해올게.! 
그래. 근데 이대론 못 보내주지 내가 가져오라고 했던 금액을 못 가져왔으니 그 금액을 몸으로 갚아야지? 
진짜 오늘만큼은 봐줘. 내가 미안해 진심이야.!!
조용히 해. 퍽
어. 억!
다시 한번 말한다. 내일까지 그 금액대로 안 가져오면 내가 너희가족 찾아가서 가져올 줄 알아라.",0,4,갈취 대화,협박 대화
"야 야 내일까지 이거 부모님 동의해오라는 거 좀 도와줘라.
응? 내가 이걸 어떻게.
아 니네부모님 주민번호알아와서 하면 되잖아
우리 부모님 주민번호를 .?
어차피 선생님들이 그런 거 다 보는 거 아니고 그냥 성인 보호자 동의만 해오라는 거잖아.
그치만. 
너는 이딴 거 해오라고 안하잖아.아 짜증나네. 말귀 못알아듣냐?
그치만.우리부모님 주민번호를 내가 너한테.
내가 뭐? 나쁜데 쓴데? 아 진짜 우리엄마아빠는 이런 거 가지고 가면 뭐라한다고 
나도 우리 부모님이 싫어하실텐데.
학교생활 망치기 싫으면 니가 이거 알아서 처리해라. 내일까지 부모님 번호 알아와",0,1,갈취 대화,기타 괴롭힘 대화
"아저씨 담배 있어요?
없는데.
그럼 저기 편의점에서 하나만 사다 주세요.
지금 삥 뜯는 건가?
에이. 부탁하는 거죠.
누가 부탁을 이렇게 무서운 표정으로 해.
하. 이 아저씨 말귀를 못 알아듣네. 거지냐고 썅.
아니.
말보로 레드.
어어.",0,1,갈취 대화,기타 괴롭힘 대화
"아이고 최사장님 요즘 일좀 잘 되신다면서요?
아니요 그냥 뭐 이제 좀 직원들 월급좀 주고 합니다.
아니 내가 거기 회사 세울 때 뭐 쫌 도움좀 주고 그런거 같은데 감사 인사가 없는거 같아서.
아. 제가 조만간 자리좀 만들겠습니다.
뭐 조만간 할 꺼 있나 오늘 저녁 어떤가?
오늘 저녁은. 아예 그럼 제가 연락드리겠습니다.
그래 이따가 연락 달라고
여기로 모시겠습니다.
아이고 분위기 좋쿠만
한잔 받으십시요제가 사장님 차에 좀 넣어 놨습니다. 제작은 성의니까 받아 주십시요.",0,3,갈취 대화,직장 내 괴롭힘 대화
"죄송하지만 좀 조용히 해주시겠어요?
 왜요?
 제가 잠을 좀 자려는 데 시끄러워서요.
 하하하
 여보세요! 발로 그만 차세요.
 안했어요? 무슨소리에요? 
 발로 차놓고서 안했다고 하나요? 여기 있어요!
 그래? 있으면 어쩔건대?
 공공장소에서 통화 간단히 하셔야죠. 30분 이상 떠들면 어떻게 합니까?
 내가 내 입갖고 말하는 데 네가 보태준거 있어? 죽을래?",1,4,기타 괴롭힘 대화,협박 대화
"이번에 승마대회에 나가는데 말이 필요해요.
말이요? 어떤 말이면 될까요? 실장님?
우리 딸이 탈거니까 제주도에서 나고 자란 최고급 말로 부탁해요.
알겠습니다. 그런데 저희 회사에 돈이 좀 부족해서 그런데 언제까지 마련하면 될까요?
김 대표. 요즘 배가 많이 부른가봐?
네? 아닙니다. 제가 말 실수를 했습니다.
알면 됐어. 이달 말까지 부탁해.
네. 알겠습니다. 더 필요한 것은 없으세요?
다른 건 괜찮아.
네.",0,3,갈취 대화,직장 내 괴롭힘 대화
"우리 헤어져.
뭐? 왜 갑자기 그런 소리를 해?
너 너무 집착이 심해. 못 견디겠어.
내가 언제 그랬는데? 오히려 믿음 안 준건 너잖아.
그래. 다 내 잘못이니까 헤어지자.
야. 생각을 하고 얘기를 해. 너 나랑 쉽게 헤어질 수 있을 것 같아?
이젠 협박까지 하시겠다?
너 내 핸드폰에 너 관련된 거 엄청 많아. 안 무섭냐?
무슨 얘기 하는 거야.
넌 나랑 헤어지는 순간 인터넷에 다 공개해버릴거라고. 그러니까 나랑 계속 만나는 게 좋을거야?",0,4,갈취 대화,협박 대화
"신입 환영회 회식하니까 얼마나 좋아
감사합니다 환영회 해주셔서
아니야아니야 근데 남자친구는 있나 
아니요 없어요
아 구래 그럼 사귄 남자친구는 몇명정도야?
아한 3번
어머 생각보다 연애를 많이 안해봤네 그럼 최근에 언제 만난사람은 얼마나 만났어?
아1년정도
얼마 안사귀었네? 그 사람은 뭐하는 사람인데?
아 그냥 직장인이요
그럼 제일 오래만난건 언제 만났을때야?
이제 그만 물어보시면 안될까요?
어머 왜 그렇게 예민해 장난이잖아 장난
아",3,1,직장 내 괴롭힘 대화,기타 괴롭힘 대화
"거기 할머니 담배 좀 사다 줘.
어린 놈이 뭐라는 거야?
어린 놈한테 강냉이 다 털려서 얼마 안남은 이빨 다 뽑히고 싶어?
어.어린 녀석이!
어라? 할머니 한 대 쳐맞고 사다줄래?
어디 쳐봐라!
무식한 노인네야. 나 촉법소년이라 니 죽여도 감방 안 가. 적당히 나대. 진짜 아가리부터 찢어서 두동강 내기 전에.
.헉! 어린 녀석이.
할머니 한번만 더 시킬게. 이번에도 거절하면 뒤져.
.어떤 걸로 사다줘.
레종 3로 사와.",4,0,협박 대화,갈취 대화
"야 너 돈 좀 있냐
나? 나 없는데
뭐래 있잖아 좀 줘바
아니 진짜 없다니까
어? 진짜 없네 너 집 못사는구나 거지냐
후 아니야
너네 아버지는 뭐하시냐? 없냐?
아니야. 계셔. 그런말 하지마.
와 내 주변에 이런 그지 가 있었네
그러지마",0,1,갈취 대화,기타 괴롭힘 대화
"엇 기사양반 나 여기서 내려줘
여기는 정류장 아닙니다
아니 내가나이먹어서 걷기가 힘들어서 그래 여기서 내려줘
죄송합니다 조금 가서 내려드릴게요
그럼 내가 어떻게 여기까지 다시 걸어와!!
. 그래도 안돼요 사고나요 어르신
자네가 나 업고 걸어올거야? 얼른 내려주라고!
하.그렇게 막무가내로 나오셔도 안돼요
왜안돼! 잠깐 갓길에 세우면 되지!!! 어!
죄송합니다 가서 내려드릴게요
나 여기서 드러눕는다!!!!!!!!!!!!!!!!!",1,4,기타 괴롭힘 대화,협박 대화
"저기요. 잠깐만요
매일 왜이러세요. 전 할말 없어요
그 쪽이 좋아서요
전 관심 없어요. 오지 마세요
한 번만 만나주세요.
제발 이러지 마세요. 전 남자친구 있어요
결혼한 건 아니잖아요. 딱 한번만 데이트해요
내가 왜 그쪽이랑 만나요?
그 쪽이 내 스타일이에요
난 아니거든요.",1,0,기타 괴롭힘 대화,갈취 대화
"돼지야 너 돼지잖아. 돼지야 오늘 꿀꿀소리 내가 따줄게
갑자기? 왜. 우리 그동안 둘도 없는 친구였잖아.
친구? 이게 친구같은 소리하네 내가 언제 너랑 친구였냐 친한척 해주니까 이게 기어오르네?
머? 왜그래 갑자기. 우리 우선 나가서 이야기하자. 설마 내가 어제 너 부탁 거절해서그래?
내가 그걸로 찌질하게 그러겠냐? 너 내가 살빼게 해줄게 이 약 먹어봐봐.
무슨약인데? 이거 살빼는 약이야?
살빼는 약이야. 이거 먹으면 너의 피가 다 뿜어져 나올거야
뭐? 그거 독약아니야?
맞어 독약. 그거 먹어 빨리
갑자기 왜그래 앞으로 부탁 거절안할게 우리 사이좋게 지내자 어?
이미 늦었어 그러니까 기회줄떄 잘했어야지.",4,1,협박 대화,기타 괴롭힘 대화
"빌린 돈 당장 갚아
 지금 당장은 돈이 없습니다 
 내일까지 계좌로 오백 보내.
 당장 내일까지요? 그 돈을 어디서 구해요 
 안 보내면 .
 시간을 조금만 더 주세요 제가 다음 주까지는 꼭 꼭 구해올게요 .
 안 보내면 . 너 콩팥 한 쪽은 무사하지 못할 줄 알아
 제발 한 번만 봐주세요
 죽기 싫으면 내일 저기 앞 뒷골목에서 보자.
 흐읍흐읍 넵",4,0,협박 대화,갈취 대화
"이거 얼마예요?
 고객님 이거 못사실텐데
 네? 얼마예요? 입어볼께요
 안사실꺼면 입어보지 말고 그냥 가세요
 제가 살껀지 안살껀지 어떻게 아세요?
 이거 가격이 좀 나가요
 지금 돈없어 보인다고 비꼬시는거예요?
 아니요 ? 그렇게 느끼셨어요?
 됐고요 기분나빠서 정말 다신 올 일 없을것 같네요
 다음에 오시면 다른거 보여드릴께요",1,0,기타 괴롭힘 대화,갈취 대화
