idx,class,conversation
149,일반 대화,"새로운 선글라스 사서 착용해보니까 시원해
UV 차단 잘 돼?
응, 눈도 편하고 스타일도 괜찮아
얼굴형에 잘 맞아?
응, 적당한 크기라 부담스럽지 않아"
150,일반 대화,"오늘 새로운 요리 레시피 따라 해봤는데 성공했어
뭐 만들었어?
닭가슴살 샐러드. 소스도 직접 만들었어
맛은 어땠어?
생각보다 맛있었어. 건강한 느낌도 들고"
151,일반 대화,"새로운 러그 깔아놨는데 방 분위기가 따뜻해졌어
어떤 색깔로 샀어?
베이지 톤. 기존 가구랑 잘 어울려
재질은 부드러워?
응, 발촉도 좋고 관리하기도 편해"
152,일반 대화,"오늘 새로운 병원에서 검진받았는데 시설이 좋더라
어떤 병원?
종합검진센터. 장비도 최신이고 직원들도 친절해
결과는 언제 나와?
일주일 후에 나온다고 해. 큰 이상은 없을 것 같아"
153,일반 대화,"새로운 차량용 방향제 달았는데 향이 좋네
어떤 향?
바닐라 향. 은은해서 운전할 때 기분 좋아져
지속력은 어때?
한 달 정도는 갈 것 같아"
154,일반 대화,"오늘 새로운 온라인 쇼핑몰에서 주문했는데 배송이 빨라
뭐 샀어?
화장품이랑 스킨케어 제품들
품질은 어때?
브랜드 제품이라 믿을 만해. 가격도 저렴했어"
155,일반 대화,"새로운 운동화 신고 조깅했는데 발이 편해
어떤 브랜드?
러닝 전용 브랜드 제품. 쿠셔닝이 정말 좋아
디자인은 마음에 들어?
심플하면서 예뻐. 어떤 옷이랑도 잘 맞아"
156,일반 대화,"오늘 새로운 미용 기기 써봤는데 효과가 있는 것 같아
어떤 기기야?
마사지 건. 어깨 결림이 많이 풀렸어
사용법은 어려워?
간단해. 버튼 몇 개만 누르면 돼"
157,일반 대화,"새로운 프로젝트 시작했는데 흥미로워
어떤 프로젝트?
웹사이트 리뉴얼 프로젝트. 새로운 기술도 써볼 수 있어서
팀원들은 어때?
다들 적극적이고 아이디어도 좋아"
158,일반 대화,"오늘 새로운 치킨집에서 주문했는데 바삭바삭해
어떤 맛으로 시켰어?
양념치킨. 소스가 달콤하면서 매콤해
배달 시간은 어땠어?
30분 안에 따뜻하게 왔어"
159,일반 대화,"새로운 블루투스 스피커 샀는데 음질이 좋네
크기는 어떻게 돼?
손바닥 크기 정도인데 소리는 웅장해
연결은 쉬워?
핸드폰이랑 바로 연결돼서 편리해"
160,일반 대화,"오늘 새로운 도로로 드라이브했는데 경치가 예뻐
어디로 갔어?
바다 쪽으로 갔는데 해안도로가 멋있더라
사진 많이 찍었어?
응, sunset 시간에 가서 더 예뻤어"
161,일반 대화,"새로운 컴퓨터 게임 시작했는데 재미있어
어떤 장르야?
RPG 게임. 스토리가 탄탄하고 그래픽도 좋아
혼자 하는 거야 멀티플레이어야?
혼자 하는 게임인데 집중해서 할 수 있어서 좋아"
162,일반 대화,"오늘 새로운 네일샵에서 받았는데 예쁘게 나왔어
어떤 디자인으로 했어?
심플한 프렌치 네일. 자연스러우면서 깔끔해
지속력은 어떨 것 같아?
젤 네일이라 2-3주는 갈 것 같아"
163,일반 대화,"새로운 전자레인지 샀는데 기능이 다양해
어떤 기능들이 있어?
자동 해동이랑 센서 요리 기능도 있어
사용법은 복잡하지 않아?
처음엔 복잡해 보였는데 써보니까 간단해"
164,일반 대화,"오늘 새로운 동료와 점심 먹으면서 얘기 많이 했어
어떤 사람이야?
나이도 비슷하고 취미도 비슷해서 금방 친해졌어
같이 일하기 편할 것 같네
그러게. 앞으로 자주 점심 같이 먹기로 했어"
165,일반 대화,"새로운 텀블러 사서 쓰고 있는데 보온이 잘 돼
크기는 어때?
500ml 정도. 하루 종일 쓰기 딱 좋아
디자인은 마음에 들어?
심플하고 예뻐. 손잡이도 편해"
166,일반 대화,"오늘 새로운 영양제 먹기 시작했어
어떤 영양제야?
종합비타민이랑 오메가3. 건강 관리 차원에서
언제 먹어?
아침 식사 후에 먹으면 된다고 해"
167,일반 대화,"새로운 침구 세트로 바꿨는데 잠이 잘 와
어떤 소재야?
면 소재인데 부드럽고 통기성도 좋아
색깔은 뭘로 했어?
파스텔 블루. 침실 분위기랑 잘 맞아"
168,일반 대화,"오늘 새로운 어학원 상담받았는데 시설이 좋더라
어떤 언어 배울 거야?
영어 회화. 소그룹으로 수업한다고 해
언제 시작해?
다음 주부터 시작할 예정이야"
169,일반 대화,"새로운 화분 받침 샀는데 물받이 기능이 좋네
기존 거랑 뭐가 달라?
물이 넘치지 않아서 바닥이 젖지 않아
식물 키우기 편하겠네"
170,일반 대화,"오늘 새로운 약국에서 비타민 샀는데 약사님이 친절해
뭐 추천해줬어?
내 나이대에 맞는 영양제 추천해주셨어
가격은 어땠어?
합리적이었어. 앞으로 여기서 사야겠어"
171,일반 대화,"새로운 가습기 틀어놨는데 공기가 촉촉해졌어
소음은 어때?
조용해서 밤에 틀어놔도 괜찮아
물 용량은 얼마나 돼?
하루 종일 쓸 수 있을 만큼 충분해"
172,일반 대화,"오늘 새로운 빵집에서 빵 사먹었는데 맛있더라
어떤 빵 먹었어?
크루아상이랑 단팥빵. 둘 다 갓 구워서 따뜻했어
가격은 비싸지 않았어?
적당했어. 퀄리티 생각하면 괜찮아"
173,일반 대화,"새로운 자동차 보험 가입했는데 보장 범위가 넓어
기존 것보다 뭐가 좋아?
자연재해 보장도 들어있고 할인 혜택도 많아
보험료는 많이 올랐어?
비슷한 수준이야. 보장은 더 좋아졌고"
174,일반 대화,"오늘 새로운 안마의자 체험해봤는데 시원했어
어디서 체험했어?
백화점 안마의자 매장에서. 여러 기능을 다 써봤어
살 생각 있어?
비싸긴 한데 고민해보고 있어"
175,일반 대화,"새로운 핸드폰 케이스 끼웠는데 그립감이 좋아
어떤 재질이야?
실리콘 재질인데 미끄럽지 않아서 안전해
색깔은 마음에 들어?
투명한데 핸드폰 색깔이 그대로 보여서 좋아"
176,일반 대화,"오늘 새로운 세차장에서 세차했는데 깨끗하게 됐어
손세차야 자동세차야?
손세차로 했는데 구석구석 다 깨끗해졌어
시간은 얼마나 걸렸어?
1시간 정도. 왁스까지 발라줘서 반짝반짝해"
177,일반 대화,"새로운 샐러드 도시락 먹어봤는데 신선하네
어디서 샀어?
편의점에서 새로 출시된 제품인데 맛있어
포만감은 어때?
생각보다 배부르고 건강한 느낌이야"
178,일반 대화,"오늘 새로운 동네 산책로 걸어봤는데 좋더라
어떤 길이야?
강변 산책로인데 경치도 좋고 공기도 맑아
운동하기 좋겠네
응, 조깅하는 사람들도 많이 봤어"
179,일반 대화,"새로운 요가매트 샀는데 두께가 적당해
기존 것보다 두꺼워?
응, 무릎이 안 아프고 운동하기 편해
색깔은 뭘로 샀어?
라벤더 색. 예쁘고 마음이 편안해져"
180,일반 대화,"오늘 새로운 인터넷 서비스 설치했는데 속도가 빨라
기존 것보다 많이 빨라졌어?
응, 동영상도 끊김 없이 잘 봐져
요금은 어때?
비슷한데 속도는 2배 빨라졌어"
181,일반 대화,"새로운 아이섀도우 팔레트 샀는데 색깔이 예뻐
어떤 톤들이 들어있어?
브라운 계열이 주인데 포인트 컬러도 몇 개 있어
발색은 어때?
진하게 잘 발색돼. 블렌딩도 쉬워"
182,일반 대화,"오늘 새로운 마사지샵에서 받았는데 개운해
어떤 마사지 받았어?
전신 마사지. 뭉친 근육이 많이 풀렸어
가격은 합리적이었어?
좀 비싸긴 했는데 효과가 좋아서 만족해"
183,일반 대화,"새로운 블라우스 사서 입어봤는데 핏이 좋네
어떤 스타일이야?
셔츠 스타일인데 허리 라인이 예뻐 보여
색깔은 뭘로 샀어?
화이트. 어떤 바지랑도 잘 맞을 것 같아"
184,일반 대화,"오늘 새로운 치과에서 스케일링 받았는데 깔끔해
아프지 않았어?
살짝 시렸는데 견딜 만했어. 결과는 만족스러워
다음 예약도 했어?
6개월 후로 예약했어. 정기적으로 받아야겠어"
185,일반 대화,"새로운 공기청정기 틀어놨는데 공기가 맑아진 느낌이야
필터 성능이 좋나봐
응, 미세먼지도 잘 걸러주고 소음도 적어
크기는 부담스럽지 않아?
적당해. 디자인도 깔끔해서 인테리어에 방해 안 돼"
186,일반 대화,"오늘 새로운 피자집에서 주문했는데 토핑이 푸짐해
어떤 피자 시켰어?
콤비네이션 피자. 치즈도 많이 들어있어서 맛있었어
배달 시간은?
40분 정도 걸렸는데 뜨겁게 왔어"
187,일반 대화,"새로운 운동 동영상 따라 하고 있는데 효과적이야
어떤 운동이야?
홈트레이닝 영상인데 15분 정도로 간단해
매일 하고 있어?
격일로 하고 있는데 점점 체력이 늘고 있어"
188,일반 대화,"오늘 새로운 카페에서 디저트 먹었는데 달지 않아서 좋았어
뭐 먹었어?
치즈케이크인데 부드럽고 고급스러운 맛이었어
커피랑 잘 어울렸어?
응, 아메리카노 쓴맛이랑 균형이 좋았어"
189,일반 대화,"새로운 드라이기 샴푸 써보니까 머리가 부드러워졌어
어떤 성분이 들어있어?
아르간 오일이랑 케라틴 성분이 있어
향은 어때?
자연스러운 허브 향이 나. 향도 오래 남아있어"
190,일반 대화,"오늘 새로운 옷가게에서 쇼핑했는데 직원이 친절했어
뭐 샀어?
가디건이랑 바지. 코디 추천도 해줘서 좋았어
가격은 적당했어?
할인도 해줘서 예산 내에서 샀어"
191,일반 대화,"새로운 무선충전기 샀는데 편리하네
핸드폰만 올려놓으면 돼?
응, 케이스 끼운 채로도 충전이 잘 돼
충전 속도는 어때?
유선보다는 느리지만 밤새 충전하기엔 충분해"
192,일반 대화,"오늘 새로운 동물병원에서 반려동물 검진 받았는데 좋았어
어떤 점이 좋았어?
의사선생님이 자세히 설명해주시고 시설도 깨끗해
검진 결과는 어땠어?
건강하다고 하니까 안심됐어"
193,일반 대화,"새로운 립밤 써보니까 촉촉해져
어떤 성분이야?
시어버터랑 비타민 E가 들어있어
끈적끈적하지 않아?
전혀. 발라도 자연스럽고 편해"
194,일반 대화,"오늘 새로운 온라인 클래스 수강했는데 유익했어
어떤 수업이야?
포토샵 기초 강의. 실습 위주로 진행돼서 좋았어
다음 수업도 들을 거야?
응, 중급 과정까지 들어볼 계획이야"
195,일반 대화,"새로운 칫솔 써보니까 잇몸이 편해
어떤 칫솔이야?
초극세모 칫솔. 자극이 적으면서도 깨끗하게 닦여
전동칫솔이야 수동칫솔이야?
수동인데 헤드가 작아서 구석구석 잘 닦여"
196,일반 대화,"오늘 새로운 미용실에서 트리트먼트 받았는데 머리가 윤기나
어떤 트리트먼트야?
단백질 트리트먼트. 손상된 모발에 좋다고 해
효과 바로 느껴져?
응, 만져보니까 확실히 부드러워졌어"
197,일반 대화,"새로운 보습크림 발라보니까 흡수가 빨라
어떤 타입이야?
젤 타입인데 끈적하지 않고 시원해
민감성 피부에도 괜찮아?
자극 없는 성분이라 괜찮더라"
198,일반 대화,"오늘 새로운 펜션에서 하룻밤 보냈는데 힐링됐어
어디에 있어?
바다 근처인데 뷰도 좋고 조용해서 좋았어
시설은 어땠어?
깨끗하고 필요한 건 다 있어서 편했어"
199,일반 대화,"새로운 전기매트 깔아놨는데 따뜻해
온도 조절은 잘 돼?
세밀하게 조절 가능해서 딱 좋은 온도로 맞출 수 있어
전기료는 많이 나올까?
저전력 제품이라 크게 부담 안 될 것 같아"
200,일반 대화,"오늘 새로운 학원에서 상담받았는데 커리큘럼이 체계적이더라
어떤 과목?
컴퓨터 활용 수업. 실무 중심으로 가르쳐준다고 해
언제 시작할 거야?
다음 달부터 주 2회씩 다닐 예정이야"
201,일반 대화,"새로운 운동복 브랜드 써보니까 착용감이 좋아
어떤 점이 좋아?
신축성도 좋고 땀 흡수도 잘 돼
디자인은 어때?
심플하면서 활동적인 느낌이라 마음에 들어"
202,일반 대화,"오늘 새로운 중고서점에서 책 샀는데 상태가 좋네
어떤 책 샔어?
소설책 몇 권이랑 에세이. 가격도 저렴했어
읽고 싶었던 책이었어?
응, 오래 찾던 절판 도서도 찾았어서 좋았어"
203,일반 대화,"새로운 차량용 송풍구 거치대 샀는데 안정적이야
핸드폰 고정은 잘 돼?
응, 진동에도 흔들리지 않고 각도 조절도 편해
설치하기 어려웠어?
간단했어. 클립으로 끼우기만 하면 돼"
204,일반 대화,"오늘 새로운 패밀리 레스토랑에서 먹었는데 분위기 좋더라
어떤 음식 먹었어?
스테이크 세트. 고기도 부드럽고 반찬도 맛있었어
가족들과 함께 갔어?
응, 다들 만족해서 다음에 또 갈 것 같아"
205,일반 대화,"새로운 블루투스 이어폰 페어링했는데 연결이 쉬워
음질은 어때?
깨끗하고 베이스도 적당해. 통화 품질도 좋아
배터리는 얼마나 가?
한 번 충전하면 6시간 정도 써"
206,일반 대화,"오늘 새로운 피부과에서 상담받았는데 전문적이더라
어떤 상담?
여드름 치료 상담. 단계별로 설명해주셨어
치료 시작할 거야?
응, 다음 주부터 관리 받기로 했어"
207,일반 대화,"새로운 방향제 뿌려놨는데 은은하게 향이 나
어떤 향이야?
시트러스 계열. 상쾌하면서 깔끔한 느낌이야
지속 시간은 어때?
반나절 정도는 은은하게 향이 남아있어"
208,일반 대화,"오늘 새로운 마트에서 장봤는데 물건이 신선해
어떤 걸 샀어?
채소랑 과일, 육류. 모두 품질이 좋더라
가격은 어땠어?
다른 마트랑 비슷한데 품질이 더 좋은 것 같아"
209,일반 대화,"새로운 텀블러 뚜껑 샀는데 밀폐가 잘 돼
기존 거랑 뭐가 달라?
실리콘 패킹이 더 두꺼워져서 새지 않아
세척하기는 편해?
분리돼서 구석구석 깨끗하게 씻을 수 있어"
210,일반 대화,"오늘 새로운 독서실에서 공부했는데 집중 잘 됐어
시설은 어때?
개인 좌석도 넓고 조명도 적당해
사람들이 많았어?
적당히 있었는데 다들 조용해서 좋았어"
211,일반 대화,"새로운 운동화 깔창 바꿨는데 발이 편해
어떤 재질이야?
메모리폼 소재. 발 모양에 맞춰서 편해
교체하기 어렵지 않았어?
간단해. 기존 깔창 빼고 새 거 넣으면 돼"
212,일반 대화,"오늘 새로운 카페에서 공부했는데 와이파이가 빨라
음료는 어땠어?
아메리카노 마셔봤는데 원두가 괜찮더라
사람들이 많지 않았어?
한산해서 조용하고 집중하기 좋았어"
213,일반 대화,"새로운 세면용품 세트 써보니까 거품이 풍부해
어떤 제품들이야?
샴푸, 바디워시 세트. 향도 좋고 피부에 자극도 없어
용량은 충분해?
대용량이라 한참 쓸 수 있을 것 같아"
214,일반 대화,"오늘 새로운 헤어샵에서 드라이했는데 볼륨이 살아났어
어떤 스타일로 했어?
레이어드로 볼륨 살려서 했는데 자연스러워
관리 방법도 알려줬어?
응, 집에서 스타일링하는 법도 자세히 설명해줬어"
215,일반 대화,"새로운 무릎보호대 착용하고 운동했는데 안정감이 있어
어떤 운동할 때 써?
런닝이랑 스쿼트할 때. 무릎 부담이 줄어든 느낌이야
착용감은 불편하지 않아?
통기성도 좋고 움직임 제한도 없어서 편해"
216,일반 대화,"오늘 새로운 온라인 강의 플랫폼 이용해봤는데 사용하기 편해
어떤 강의 들었어?
요리 클래스. 동영상 품질도 좋고 따라 하기 쉬웠어
수강료는 합리적이었어?
한 달 무제한 수강하는데 가격 대비 만족스러워"
217,일반 대화,"새로운 침실 조명 설치했는데 분위기 좋아졌어
어떤 타입이야?
간접조명이랑 메인 조명 따로 설치했어
밝기 조절은 돼?
응, 단계별로 밝기 조절 가능해서 편해"
218,일반 대화,"오늘 새로운 반찬가게에서 사왔는데 집밥 같은 맛이야
어떤 반찬들 샀어?
김치, 나물 몇 가지, 조림 반찬들
양은 적당해?
혼자 먹기엔 충분하고 맛도 집에서 해먹는 것 같아"
219,일반 대화,"새로운 등받이 쿠션 써보니까 허리가 편해
책상 의자에 쓰는 거야?
응, 장시간 앉아있어도 피로감이 덜해
두께는 부담스럽지 않아?
적당해. 의자 등받이랑 딱 맞아서 자연스러워"
220,일반 대화,"오늘 새로운 꽃가게에서 꽃다발 주문했는데 예쁘게 포장해줬어
어떤 꽃으로 했어?
장미랑 리시안셔스 섞어서. 색감이 화사해
선물용이야?
응, 친구 생일선물. 받으면 좋아할 것 같아"
221,일반 대화,"새로운 모바일 게임 시작했는데 중독성 있네
어떤 장르야?
퍼즐 RPG. 간단한데 전략적으로 생각해야 해
과금 요소는 많아?
기본적으론 무료로 할 수 있어. 선택적으로 과금하는 정도야"
222,일반 대화,"오늘 새로운 정형외과에서 물리치료 받았는데 시원해
어떤 부위?
어깨랑 목. 거북목 때문에 갔는데 많이 풀렸어
정기적으로 받을 거야?
일주일에 2-3번 받으라고 하니까 당분간 다녀야겠어"
223,일반 대화,"새로운 차량용 공기청정기 설치했는데 효과 있는 것 같아
어떻게 설치했어?
컵홀더에 넣는 타입. 간단하게 전원만 연결하면 돼
소음은 어때?
거의 들리지 않아. 운전에 방해 안 돼"
224,일반 대화,"오늘 새로운 중식당에서 코스요리 먹었는데 맛있었어
어떤 요리들이 나왔어?
전채부터 메인까지 5가지 정도. 양도 적당했어
가격대는 어땠어?
점심 코스치고는 합리적이었어. 분위기도 좋고"
225,일반 대화,"새로운 휴대폰 액정보호필름 붙였는데 터치감이 부드러워
기존 것보다 좋아?
응, 지문도 덜 묻고 미끄러워서 터치하기 편해
두께는 부담 안 돼?
얇아서 붙인 티도 안 나고 자연스러워"
226,일반 대화,"오늘 새로운 도서관 분관에서 책 빌렸는데 시설이 깨끗해
어떤 책 빌렸어?
소설 몇 권이랑 자기계발서. 신간도 많더라
열람실도 이용할 수 있어?
응, 조용하고 넓어서 공부하기 좋을 것 같아"
227,일반 대화,"새로운 운동 보조제 먹기 시작했는데 컨디션이 좋아진 것 같아
어떤 성분이야?
단백질이랑 BCAA. 운동 전후로 먹고 있어
맛은 어때?
딸기맛인데 물에 잘 녹고 맛도 괜찮아"
228,일반 대화,"오늘 새로운 피트니스센터 체험했는데 시설이 좋더라
어떤 운동기구들이 있어?
최신 러닝머신이랑 웨이트기구들. 샤워시설도 깨끗해
등록할 생각이야?
월 회원권 가격도 합리적이어서 고려하고 있어"
229,일반 대화,"새로운 캐리어 사서 여행 준비 중인데 용량이 넉넉해
며칠 여행용이야?
5박 6일 정도 갈 수 있을 크기. 바퀴도 부드럽게 굴러가
무게는 어때?
가벼운 소재라 빈 상태에서도 부담 없어"
230,일반 대화,"오늘 새로운 안경원에서 선글라스 맞췄는데 잘 어울려
도수는 들어간 거야?
응, 도수 선글라스. 야외 활동할 때 편할 것 같아
프레임 스타일은?
클래식한 스타일인데 얼굴형에 잘 맞아"
231,일반 대화,"새로운 주방용품 세트 사서 요리해봤는데 편리해
어떤 게 들어있어?
실리콘 주걱이랑 국자, 집게 세트. 열에 강해서 좋아
세척하기는 어때?
매끄러워서 씻기 쉽고 식기세척기에도 넣을 수 있어"
232,일반 대화,"오늘 새로운 펜션 단지에서 바베큐 파티했는데 즐거웠어
몇 명이나 모였어?
친구들 8명 정도. 고기도 구워먹고 게임도 했어
날씨는 어땠어?
맑아서 야외 활동하기 딱 좋았어"
233,일반 대화,"새로운 블루라이트 차단 안경 쓰고 컴퓨터 작업했는데 눈이 편해
효과 있는 것 같아?
응, 평소보다 눈의 피로감이 덜한 것 같아
디자인은 어때?
무테 스타일이라 부담스럽지 않고 자연스러워"
234,일반 대화,"오늘 새로운 애견카페에서 강아지들이랑 놀았는데 힐링됐어
어떤 견종들이 있었어?
골든리트리버, 코기, 푸들 등 다양했어
입장료에 음료 포함돼?
응, 원하는 음료 하나 선택할 수 있어"
235,일반 대화,"새로운 무선 마우스 써보니까 반응 속도가 빨라
게임할 때도 딜레이 없어?
없어. 정밀도도 높아서 작업용으로도 좋아
배터리는 얼마나 가?
AA 배터리 2개로 6개월 정도 쓸 수 있어"
236,일반 대화,"오늘 새로운 네일아트샵에서 받았는데 디자인 예뻐
어떤 디자인으로 했어?
그라데이션에 작은 스톤 포인트. 화려하지 않고 우아해
지속 기간은?
젤 네일이라 3주 정도는 예쁘게 유지될 것 같아"
237,일반 대화,"새로운 차량용 방향제 교체했는데 향이 자연스러워
어떤 향으로 바꿨어?
오션 브리즈 향. 상쾌하면서 인공적이지 않아
교체하기 어려웠어?
클립 형태라 기존 거 빼고 끼우기만 하면 돼"
238,일반 대화,"오늘 새로운 일식집에서 정식 먹었는데 구성이 알차더라
어떤 메뉴들이 나왔어?
회, 튀김, 된장국, 밥 이런 식으로 나왔는데 다 맛있었어
가격은 적당했어?
점심 정식치고는 가성비 좋았어"
239,일반 대화,"새로운 요가복 입고 수업 들었는데 움직임이 자유로워
어떤 소재야?
스판덱스 혼방. 신축성 좋고 땀 흡수도 잘 돼
색깔도 예뻐서 만족해"
240,일반 대화,"오늘 새로운 치킨 브랜드 시켜먹었는데 바삭함이 오래가네
어떤 치킨으로 시켰어?
후라이드인데 튀김옷이 얇으면서도 바삭바삭해
소스는 따로 줬어?
응, 여러 종류 소스 주문할 수 있어서 좋았어"
241,일반 대화,"새로운 블루투스 스피커 연결해서 음악 들어보니까 음질 좋아
어떤 장르 음악 들었어?
팝송이랑 재즈. 중저음이 풍부하게 나와
크기에 비해 소리가 큰가봐?
맞아. 작은 사이즈인데 파워풀해서 놀랐어"
242,일반 대화,"오늘 새로운 미용실에서 펌했는데 자연스럽게 나왔어
어떤 스타일로 했어?
웨이브 펜인데 너무 곱슬거리지 않고 적당해
관리는 어떻게 하라고 했어?
무스 발라서 자연건조하면 된다고 해"
243,일반 대화,"새로운 운동화 신고 테니스 쳤는데 그립감이 좋아
테니스 전용화야?
응, 코트용으로 나온 제품. 옆으로 움직일 때 안정적이야
발목 지지력은 어때?
하이탑이라 발목 보호도 잘 돼"
244,일반 대화,"오늘 새로운 카페에서 브런치 먹었는데 플레이팅이 예뻐
어떤 메뉴 주문했어?
아보카도 토스트랑 스크램블드 에그. 인스타그램에 올릴 만해
맛은 어땠어?
보기만큼 맛있었어. 재료도 신선하고"
245,일반 대화,"새로운 수면 안대 써보니까 숙면에 도움 돼
완전히 어두워져?
응, 빛 차단이 완벽해서 낮잠 잘 때도 좋아
착용감은 불편하지 않아?
부드러운 재질이라 압박감 없이 편해"
246,일반 대화,"오늘 새로운 서점에서 책 구경했는데 분위기 좋더라
어떤 분위기야?
아늑한 카페 같은 느낌. 의자도 편하고 조용해
책 종류는 다양해?
베스트셀러부터 전문서적까지 골고루 있어"
247,일반 대화,"새로운 핸드크림 발라보니까 끈적하지 않고 좋네
어떤 성분이야?
시어버터랑 글리세린. 보습력도 오래가
향은 강하지 않아?
은은한 플로럴 향이라 부담스럽지 않아"
248,일반 대화,"오늘 새로운 동네 맛집에서 파스타 먹었는데 면이 쫄깃해
어떤 파스타 먹었어?
까르보나라. 크림소스가 진짜 부드럽고 고소했어
분위기는 어땠어?
아담한 이탈리안 레스토랑이라 아늑했어"
249,일반 대화,"새로운 차량용 핸드폰 거치대 설치했는데 안정적이야
어떤 방식으로 고정돼?
자석 방식인데 핸드폰 무게로도 떨어지지 않아
각도 조절은 자유로워?
360도 회전하고 각도도 마음대로 조절 가능해"
250,일반 대화,"오늘 새로운 네일샵에서 젤 리무버 받았는데 손상이 적어
기존 방식이랑 뭐가 달라?
용액에 담그지 않고 전용 기계로 제거해서 빨라
손톱 상태는 어때?
생각보다 손상 없이 깨끗하게 제거됐어"
251,일반 대화,"새로운 보온병 사서 써보니까 보온력이 뛰어나네
몇 시간 정도 따뜻해?
아침에 넣은 차가 저녁에도 뜨거워
크기는 가방에 넣기 편해?
500ml인데 슬림해서 휴대하기 좋아"
252,일반 대화,"오늘 새로운 학원에서 컴퓨터 수업 들었는데 실습 위주라 좋아
어떤 프로그램 배워?
엑셀이랑 파워포인트. 업무에 바로 적용할 수 있을 것 같아
강사는 어때?
경력이 많으셔서 실무 팁도 많이 알려주셔"
253,일반 대화,"새로운 반려식물 키우기 시작했는데 관리가 쉬워
어떤 식물이야?
몬스테라. 물만 적당히 줘도 잘 자란대
어디에 놔뒀어?
거실 창가에 놨는데 햇빛 받아서 건강해 보여"
254,일반 대화,"오늘 새로운 온라인 쇼핑몰에서 옷 주문했는데 배송 빨라
언제 주문했는데?
어제 저녁에 주문했는데 오늘 오전에 도착했어
사이즈는 잘 맞아?
사이즈표 보고 주문했는데 딱 맞아"
255,일반 대화,"새로운 무선 이어폰 케이스 샀는데 보호가 잘 될 것 같아
어떤 재질이야?
실리콘 재질인데 충격 흡수도 되고 미끄럽지 않아
색깔은 마음에 들어?
투명해서 이어폰 케이스 원래 색깔 그대로 보여서 좋아"
256,일반 대화,"오늘 새로운 중국집에서 짬뽕 먹었는데 국물이 시원해
매운 정도는 어땠어?
적당히 매우면서 개운한 맛. 해물도 신선했어
면 양은 충분했어?
많이 줘서 배부르게 먹었어"
257,일반 대화,"새로운 목 마사지기 써보니까 뭉친 근육이 풀려
어떤 타입이야?
목에 거는 형태인데 진동 마사지 기능이 있어
강도 조절은 돼?
3단계로 조절 가능해서 컨디션에 맞춰 쓸 수 있어"
258,일반 대화,"오늘 새로운 꽃집에서 화분 샀는데 예쁘게 포장해줬어
어떤 꽃이야?
거베라 화분. 색깔이 화사해서 기분이 좋아져
키우기 어려워?
물 주기만 신경 쓰면 오래 피어있는다고 해"
259,일반 대화,"새로운 자동차 방향제 달았는데 은은해서 좋아
어떤 향으로 선택했어?
라벤더 향. 운전할 때 마음이 차분해져
얼마나 오래 가?
2개월 정도 지속된다고 해"
260,일반 대화,"오늘 새로운 피부관리실에서 페이셜 받았는데 피부가 부드러워졌어
어떤 관리 받았어?
딥클렌징이랑 보습 관리. 모공도 깨끗해진 것 같아
정기적으로 받을 거야?
한 달에 한 번 정도 받으려고 해"
261,일반 대화,"새로운 운동용 물병 사서 헬스장에서 써봤는데 편해
어떤 기능이 있어?
빨대가 달려있어서 운동 중에 마시기 편하고 새지도 않아
용량은 얼마나 돼?
1L인데 하루 운동량에 딱 맞아"
262,일반 대화,"오늘 새로운 카페에서 디카페인 커피 마셨는데 맛 차이가 별로 없네
원래 카페인에 민감해?
응, 오후에 마시면 잠이 안 와서 디카페인으로 바꿔봤어
가격은 비슷해?
일반 커피랑 똑같은 가격이야"
263,일반 대화,"새로운 휴대용 선풍기 샀는데 바람이 시원해
크기는 어떻게 돼?
손바닥 크기인데 바람은 생각보다 강해
배터리는 얼마나 가?
최대로 틀어도 3시간은 쓸 수 있어"
264,일반 대화,"오늘 새로운 애완용품점에서 강아지 간식 샀는데 잘 먹어
어떤 간식이야?
닭가슴살 육포. 무첨가라고 해서 안심하고 줄 수 있어
반응은 어때?
꼬리 흔들면서 좋아해. 건강에도 좋을 것 같아"
265,일반 대화,"새로운 립틴트 발라보니까 자연스럽게 발색돼
어떤 색깔이야?
코랄 핑크. 평소 립 색깔보다 조금만 진해서 자연스러워
지속력은 어때?
물 마셔도 잘 안 지워져서 만족해"
266,일반 대화,"오늘 새로운 자동차 세차장에서 실내 청소까지 했는데 깨끗해졌어
시간은 얼마나 걸렸어?
1시간 반 정도. 구석구석 다 깨끗하게 해줬어
가격은 합리적이었어?
좀 비싸긴 했지만 결과가 좋아서 만족해"
267,일반 대화,"새로운 키보드 커버 씌웠는데 타이핑 소음이 줄어들었어
재질이 뭐야?
실리콘 재질. 키감도 괜찮고 먼지 차단도 돼
세척하기 편해?
물로 씻을 수 있어서 관리가 쉬워"
268,일반 대화,"오늘 새로운 분식집에서 떡볶이 먹었는데 맛이 독특해
어떻게 달라?
치즈가 들어가 있어서 매콤하면서 고소해
다른 메뉴도 먹어봤어?
순대도 먹었는데 속이 꽉 차있고 맛있었어"
269,일반 대화,"새로운 수면 베개 바꿨는데 목이 편해졌어
어떤 타입이야?
메모리폼 베개. 목 곡선에 맞춰서 지지해줘
높이는 적당해?
내 체형에 딱 맞는 높이라 숙면에 도움 돼"
